"No.","Time","Source","Destination","Protocol","Source port","Length","TCP Flags","Dst Port","Stream ID","Delta Time","Info"
"1379","37.152565","192.168.48.133","192.168.48.130","TELNET","23","106","0x0018","47716","11","0.000061000","40 bytes data"
"1380","37.152673","192.168.48.130","192.168.48.133","TCP","47716","66","0x0010","23","11","0.000108000","47716  >  23 [ACK] Seq=60 Ack=197 Win=64256 Len=0 TSval=4266132205 TSecr=359744485"
"1381","37.152844","192.168.48.133","192.168.48.130","TELNET","23","106","0x0018","47754","15","0.000171000","40 bytes data"
"1382","37.152975","192.168.48.133","192.168.48.130","TELNET","23","106","0x0018","47668","7","0.000131000","40 bytes data"
"1383","37.153057","192.168.48.130","192.168.48.133","TCP","47754","66","0x0010","23","15","0.000082000","47754  >  23 [ACK] Seq=54 Ack=191 Win=64256 Len=0 TSval=4266132206 TSecr=359744485"
"1384","37.153123","192.168.48.130","192.168.48.133","TCP","47668","66","0x0010","23","7","0.000066000","47668  >  23 [ACK] Seq=65 Ack=197 Win=64256 Len=0 TSval=4266132206 TSecr=359744485"
"1385","37.158829","192.168.48.130","192.168.48.133","TELNET","47748","68","0x0018","23","14","0.005706000","2 bytes data"
"1386","37.159518","192.168.48.133","192.168.48.130","TELNET","23","78","0x0018","47748","14","0.000689000","12 bytes data"
"1387","37.159731","192.168.48.130","192.168.48.133","TCP","47748","66","0x0010","23","14","0.000213000","47748  >  23 [ACK] Seq=59 Ack=203 Win=64256 Len=0 TSval=4266132212 TSecr=359744492"
"1388","37.165320","192.168.48.130","192.168.48.133","TELNET","47658","67","0x0018","23","6","0.005589000","1 byte data"
"1389","37.165460","192.168.48.130","192.168.48.133","TELNET","47764","67","0x0018","23","16","0.000140000","1 byte data"
"1390","37.169688","192.168.48.130","192.168.48.133","TELNET","47780","67","0x0018","23","17","0.004228000","1 byte data"
"1391","37.195173","192.168.48.130","192.168.48.133","TELNET","47740","67","0x0018","23","13","0.025485000","1 byte data"
"1392","37.195771","192.168.48.130","192.168.48.133","TELNET","47624","67","0x0018","23","3","0.000598000","1 byte data"
"1393","37.201691","192.168.48.130","192.168.48.133","TELNET","47696","67","0x0018","23","9","0.005920000","1 byte data"
"1394","37.201848","192.168.48.133","192.168.48.130","TCP","23","66","0x0010","47696","9","0.000157000","23  >  47696 [ACK] Seq=209 Ack=64 Win=65280 Len=0 TSval=359744534 TSecr=4266132254"
